From Date,t2m,i10fg,tp,sp
2024-04-22,303.96913537600017,5.124884955839998,2.3675768526471563e-08,98010.9656627
2024-04-23,302.235055476,4.714917719939998,5.3560516666666675e-06,97974.88754379994
2024-04-24,303.5927581180001,5.614904729489999,1.7692573112599098e-09,97989.72335659993
2024-04-25,304.45745026599997,5.58274955807,1.7692573112599098e-09,97957.7265243
2024-04-26,305.69132616900026,5.604381661099996,1.7692573112599098e-09,97834.47900920003
2024-04-27,304.891998789,6.195253892910004,2.6729202777777783e-06,97981.67243300001
2024-04-28,304.909860517,4.703338338740002,5.062261641414139e-07,98031.3453074999
2024-04-29,304.06175098300025,5.795801670530002,1.3094547321597557e-07,98020.36552019995
2024-04-30,302.92274351599997,7.009057910220005,1.7692573112599098e-09,97809.49429810006
2024-05-01,301.0796084560002,8.065437230690005,1.7692573112599098e-09,97779.45443979994
2024-05-02,301.9308318779996,6.139839251729995,1.7692573112599098e-09,97852.90571090006
2024-05-03,304.64810549099997,5.63456744236,1.7692573112599098e-09,97933.21281210003
2024-05-04,306.28963256600014,4.662980179570001,1.7692573112599098e-09,97799.87412090003
2024-05-05,307.36389711699996,6.793734156969999,1.7692573112599098e-09,97521.2766293
2024-05-06,307.413670828,5.550254298469996,1.7692573112599098e-09,97741.83219049998
2024-05-07,307.9350901509998,5.100108624370003,1.7692573112599098e-09,97893.88410099995
2024-05-08,306.182248404,7.614057284910003,3.057875851370852e-07,97930.99129070007
2024-05-09,305.84414847500017,7.1953985011800015,1.7692573112599098e-09,97888.00345439995
2024-05-10,306.012074549,5.3319837021800005,5.774000000000004e-05,98020.46777499997
2024-05-11,305.50336471099985,5.2418566156200015,3.7868301587301583e-06,98202.8356659
2024-05-12,306.44534282600017,4.635391880769996,7.5278e-05,98154.64155969994
2024-05-13,306.36552034000016,3.9636771101199972,6.102999404761902e-07,98182.64116359994
2024-05-14,306.6279909970002,4.874952293849997,1.7692573112599098e-09,98190.4745725
2024-05-15,307.6306779000004,4.542595019579997,1.7692573112599098e-09,98178.80827209997
2024-05-16,308.5630983320002,4.016588675060003,1.7692573112599098e-09,98013.29943829995
2024-05-17,309.98559773300025,5.2072327066299975,1.7692573112599098e-09,97742.88664159995
2024-05-18,310.65922259699977,6.856482980430006,1.7692573112599098e-09,97474.00168810005
2024-05-19,311.082792992,6.571941076649995,1.7692573112599098e-09,97355.75841009997
2024-05-20,310.68284865399977,5.886393190539995,1.7692573112599098e-09,97480.88709240001
2024-05-21,309.74082890299997,5.754703124349999,1.7692573112599098e-09,97567.95022750007
2024-05-22,309.9808259359999,7.02600312691,1.4124949999999995e-06,97543.09597049998
